relative_path	bytes	sha256	year	semester	module	subject	category	pdf_pages	pdf_error	audit_sample_chars	audit_sample_status
Year 1/Semester 101/FHB 101/Physiology/06 EOM Exams/EOM MCQs - Night exam physio 101 final 2026.pdf	214918	5a363e2f09c2b2ac7d13d5a29adf9a6a0d1e97dfe70f74f885529285516aaf76	Year 1	Semester 101	FHB 101	Physiology	06 EOM Exams	7		1800	substantive-text
Year 1/Semester 101/FHB 101/Physiology/06 EOM Exams/EOM MCQs - Physiology FHB101 Questions (Final).pdf	262279	6c2aa8130c1d9d73c68acaf44ba2f39f5ce9709c9c8f332cda5cd2751a973f7b	Year 1	Semester 101	FHB 101	Physiology	06 EOM Exams	59		1204	substantive-text
Year 1/Semester 101/FHB 101/Physiology/06 EOM Exams/EOM MCQs - Physiology final revision 101.pdf	3720246	a433bee65fdb0cdb5a5f9f17948789d58e91f49a633a7502672e5981efa05662	Year 1	Semester 101	FHB 101	Physiology	06 EOM Exams	17		1459	substantive-text
Year 1/Semester 101/FHB 101/Physiology/06 EOM Exams/EOM MCQs - [Answers] SOLO MCQS - FHB - Final PHYSIOLOGY.pdf	242021	ebdfe31bcde14e7c0a3f068748d3f9543d34346a2d439c92c0add1de8b0d13af	Year 1	Semester 101	FHB 101	Physiology	06 EOM Exams	7		1800	audit-extract-failed
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/10- Physiology MCQ of Blood_copy.pdf	127355	6ce0f81b5a2ab455d7194a47cb0833680b3dedfeb8840fbae72332a4afb8c206	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	2		1264	substantive-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/FHB Physiology MCQs.pdf	274340	78a2e07d3c4d22724f5b83c0502bf7321b7f1516e295426d1d3fc34f6b9ba6ca	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	10		1285	substantive-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/MCQs On Physiology(FHB) Of Blood midterm_Benahmed.pdf	396561	5e7a3a7c3a890ac633e79f1c39d84445c3af117b1b5910fbdd266cf7a55aee24	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	31		1170	substantive-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology FHB101 Questions (Midterm).pdf	275947	4b0c3b7ff8eef46a863234bb64b49154355991d4b32bb2e1b721011f7d2c05a0	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	51		1207	substantive-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology FHB101 Training Questions.pdf	139724	a0accfff0a1b1952b29f174ab12d16028c820eb7048310c6f918877c87a4ae6f	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	34		1530	substantive-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology Notes (by Ziad).pdf	866642	932903de6c1ea6b2fce84c5d8597d8402885492ec4848fdf39b495922b3797c7	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	8		2	empty-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology lecture 2 FHB BLOOD (By Shahd).pdf	3361040	490caa766860aa63f08e52766335bc864d2c0c67a7010ae1cfbd701a2dcb851d	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	4		2	empty-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology lecture 3 FHB BLOOD (By Shahd).pdf	4959297	6de1106a6b875c69f3d94467d1e5e51ae1895cb689e42daffb9bfe02e68af847	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	4		2	empty-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/Physiology lecture 4 FHB BLOOD (By Shahd).pdf	2581292	ef667f30ba5e438969644df9f48cabcd7f573988fe5c360afcb06d36b681e045	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	2		2	empty-text
Year 1/Semester 101/FHB 101/Physiology/08 Midterm Exams/blood (formative exam).pdf	33301	22d1470f3f47d2765f6533e94fc54c0767f3667fc1ef67060c815283bb39adc4	Year 1	Semester 101	FHB 101	Physiology	08 Midterm Exams	2		0	audit-not-found
_Exact Duplicates/Year 1/Semester 101/FHB 101/Histology/06 EOM Exams/EOM MCQs - Histology 101 final written (Answers).pdf	195733	441ea28e2179fa0488d8afed03d595aae31e97087607c13d16c929fe0db62906	Year 1	Semester 101	FHB 101	Histology	06 EOM Exams	3		1800	substantive-text
_Exact Duplicates/Year 1/Semester 101/FHB 101/Physiology/05 MCQs/MCQs - Physio Written exercise questions (Answers).pdf	176776	784b370995586c0c1adac303fff438cc0c6faad9897a678229dfe6b2d3beec80	Year 1	Semester 101	FHB 101	Physiology	05 MCQs	3		1800	substantive-text
